1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,0:00
887.8,878.8,871.9,861.9,876.5,1720.9,1786.1,1807,938.4,946.3,947.4,691.7,886,846.7,918.1,887.9,899.1,1781.1,1803.8,2531.3,2461.2,983.1,866.7,857.5
855,850.2,832,846.1,861.8,1749.1,1792.6,1799.6,918.4,915.6,965.4,944,950.2,919.1,936.9,929.1,924.4,1785.8,2077.9,2621,2405.9,995.4,934.3,902.8
865.6,884,840,817.6,852.6,1764.1,1642.6,1716.7,918.3,896.1,892.8,884.1,903.1,892.4,866.5,876.9,886.9,1700.7,1799.5,2261.1,2355.4,950.6,917.5,889.9
846.7,831.5,809.5,817.2,834.7,1768.6,1841,1907.9,913.9,877.6,873.3,869.7,857.7,842.7,791.7,819.7,828.4,1682.4,1974.4,2493,2208.6,897.1,849.5,817.9
835.7,833.1,816.6,805.4,829,1687.9,1769,1857.6,895.2,907.2,912.2,903.1,904.1,888,875.2,878.8,887.5,1814.2,2089.8,2607.3,2396.8,960.6,903.6,930
861.5,833.8,796.8,806.8,810.4,1648.1,1729.6,1770.6,934.8,919.9,916.7,916.8,924.2,923.5,900.9,916.6,911,1868.6,1951.7,2647,2486.6,1144.2,931.8,923.6
798.8,889.9,896.7,888.1,903,1803.8,1880.6,1885,930.6,926,933,942.9,941.7,935,939.4,938.7,942,1869.9,1930.5,2524.9,1918.4,538.2,921.8,907.9
266.7,806,793,808,807.6,1695.3,1726.9,1798.9,886.4,895.8,850.5,874.1,953.1,935.8,952.2,945.5,912.1,1846.5,1918.5,2297.8,2103.9,860.5,908.9,887
838.6,818.7,814.3,801.5,801,1680.5,1740.8,1838.9,938.7,943.1,920.4,905.4,891.8,889.1,902.2,861.2,882.3,1789.8,1853.6,1888,2017.6,948.9,870.2,855.9
835.8,842.7,822.2,805.1,816.2,1629.7,1600.2,1728.5,892.1,882.5,841.6,868.7,836.6,833.5,828.3,855.4,857.1,1751.8,2130,2439.8,1972.6,860.6,877.3,822.7
818.6,793.4,780.7,752.6,766.5,1556.1,1659.8,1765.9,943.9,943.8,780.6,906.6,881.7,890.4,925.5,947.2,955.5,1802.5,2284.6,2573.7,2260.9,927.3,920.8,927.3
837.3,817.6,793.9,793,811.9,1654.8,1727,1794.9,890.7,894.5,890.1,906.2,921,930.6,941.4,929.4,925.7,1846.6,2310.7,2603.8,2256.5,886.2,858.6,869.5
864.4,855,841.2,845.8,884.4,1805.6,1868.6,1927.6,968.6,939.3,942.1,941.1,927.3,872.1,929.7,971,953,1895.8,2271.3,2646.2,2424.4,959.5,885.9,869.9
852.3,862.4,868,850.5,873.7,1773.7,1913,1933.2,973.2,984.9,991.7,1004.2,945.5,801.5,962.3,972.4,971.1,1932.3,2268.5,2622.5,2529.8,998.1,935.8,906
864.3,850.3,857.1,842.2,875.6,1789.9,1853.4,1966.8,972.2,993,988.3,968,953.4,954.8,927.7,932,922.7,1866.6,1966.9,2649.9,2168,961.3,953.3,942.3
869.3,878.1,857.5,856,883.5,1747.2,1828.2,1882.4,953.2,938.9,961.3,961,955.7,949.3,955.1,963.1,961.5,1884.2,2460.5,2642.7,2124,936.8,887.4,889.6
870.7,835,827.1,818.1,820.7,1686.1,1712.9,1764.6,163.1,857.5,879.7,881,868.1,885.8,878,869.1,859.5,1728.9,1886.2,1979.1,1932.3,943,901.7,892
870.6,843.2,836.9,833.9,854.5,1724.2,1841.5,1958.2,977.2,955.1,948.7,968.8,963.6,965,947.4,967.9,962.4,1912.9,2471.6,2618.2,2104.8,808,894.2,168
844.4,829.1,821.2,829.1,824.1,1704.7,1722,1778.1,923.5,941.3,940.9,946.7,932.9,954.6,940.7,970.5,987.2,1942.7,1958.5,2214.6,2086.9,844.4,894.3,864
858.4,843.5,825,756.3,752.6,1582.4,1673.5,1829.2,896.6,914.6,964.4,961.2,972.4,980.7,987.2,989.9,990.5,2018.3,2320.9,2652.4,1887.9,782.1,635.7,770.8
754.2,776.1,752.4,747.3,734.9,1508.8,1703.7,1639.8,907.5,915.8,862.3,870.3,937.8,954.3,963.2,969.4,971.1,1808,1990.6,2632.6,2212.1,926.6,907.2,909.6
890.7,880.6,870.6,873.7,860.7,1791.2,1841.4,1875.4,935.3,961.1,967.5,728.5,1006.7,1003.8,,1010.7,950.7,1908.8,1834.6,1838.3,1845.8,895.8,901,877.7
867.6,865.2,800.3,841.5,814.7,1713.9,1804.8,1931.1,950.6,963.5,935.8,685.7,936.6,926.6,939.6,929.7,886.3,1791.5,1963.3,1959.1,2250.8,943.7,940.8,927.6
897.4,881.7,858.9,850.2,866.5,1732.8,1750.8,1848.8,974.6,942.6,923.6,669.2,865.8,870.4,864,817.5,911.2,1813.7,1920.9,2587.2,2223.1,928,904,851.6
873,861.9,825.2,786.3,811.6,1628.3,1579,1659.1,831.2,163.1,808.5,797.1,789.8,700.2,808.1,805.7,782,1640.8,2203.6,2491.5,2419.2,808.3,737.6,692.5
529.9,588.1,580.2,573.6,583.2,1208,1324.9,1503.1,775,812.9,821.6,815.1,834.4,824,852.7,863.1,871,1767.4,1913.6,2443.5,2087,894.5,902.7,894
838.2,836.8,821.8,813.1,825.9,1662,1701,1783.2,899.5,871.9,889.5,901.4,908.2,913.6,940.8,947,952,1936.2,2299.1,2507.6,2323.6,892.5,875.8,827.2
812.7,769.8,774.6,754.4,751.8,1575.2,1653.2,1678.1,845.3,903.2,886.4,891.4,912.8,914.5,915.2,893,927.8,1879.5,2258.1,2556.4,2315.1,922.6,886.1,858.6
810.9,809.9,775.7,723,772.6,1599.7,1672.2,1759.8,862.3,881.5,879.7,875,875.8,874.4,877.3,885.3,875.8,1788.5,2574,2499.4,1947.7,937.1,853.1,831.6
813.4,787.1,781.5,742.2,757.8,1578.2,1637.6,1753.1,883.5,895.3,898.3,864.6,920,937.5,913.9,940.5,946.3,1787,2643.5,2548.7,2049.9,919.4,925.8,899.6
813.2,797.2,793.2,768.2,802.9,1628.9,1654.5,1772.1,912.6,883,868.3,1317.6,876.5,885.1,864,841.6,845.4,1765.8,1977.9,2606.5,2128.9,921,883.7,860.6
826.9,841.1,815.1,801.9,829.3,1684.9,1742.1,1860.3,927.7,905.6,948.7,969,954.8,941,936.7,934,924.2,1852,2033.1,2623.3,2432,920.5,902.1,884
874,858.9,833.2,850.2,877.7,1732.7,1753.9,1904.7,917.2,953.7,955.9,975.5,897.4,951,932.4,931,931.5,1901.8,2638.4,2617.4,2452.4,932.7,909.5,918.6
866.9,871.4,837.1,827,859.3,1745.2,1771.1,1863.8,944.3,990.6,960.3,939.1,936.7,939.6,927.7,905.3,924.6,1826,2650.1,2560,2111.2,916,869.8,869.7
839.7,845,831.6,831.9,845.5,1674.6,1648.3,1711.3,899.1,910.2,893.1,897.2,857.3,933.1,863.4,836.4,843.4,1773.1,2551.3,2674.7,2373.8,1008.7,937.7,912.4
877.4,841.6,809.8,801.5,825.8,1626.9,1543.6,1586.1,829.4,836,761.6,829.7,850.5,828.1,813,750.8,757.1,1566.5,2503.9,2468.8,2102.1,884.9,838.2,804.3
748.1,726.6,709.1,705.5,737.1,1493.9,1397.6,1403.2,710.9,707.9,717,709.3,710.4,673.8,674.5,678.6,702,1492.6,2467.1,2409.8,1821.7,840.1,783.8,731
748.1,691.2,691.4,694.1,707.9,1421.2,1371.4,1375.2,685.4,687.4,693.8,635,627.9,638.6,627.7,621.3,603.5,1358.4,2073.7,2325.9,1737,818.3,752.2,707.1
682.4,676.1,651,633.2,648.5,1307.4,1265.2,1308.2,654.6,682.5,709.6,707.6,707.1,715.6,712.9,717.8,693.4,1550.8,2466.9,2367,1901.7,816.5,782.1,751
715.4,671.9,648.5,651.7,647.2,1291.7,1358.7,1398.9,712.5,728.5,733.4,744.2,732.7,726.9,28,637.6,753.9,1560.4,1867.5,1837.5,1768.7,824.1,794.7,750.3
708.4,703.2,704.5,675.5,697,1412.9,1415.6,1564.2,792.9,812.7,811.1,836.6,832,820.2,833,817.9,811,1684,1921.7,2171.5,2096,843,831.3,808.1
791,776,763.2,749.3,758.4,1543.8,1587.9,1685.5,861.3,891.3,896,896.9,903.5,870.2,887.9,879,865.9,1820.5,2224.5,2204.9,1841.8,867.7,848.5,859.4
817.8,790.6,782.2,773,793.2,1631.9,1624.4,1718.1,889,890.7,896.9,877.2,894.5,881.8,870.8,850.7,884.6,1824,2605.2,2561.7,2432.7,920.5,900.2,889.7
871.4,848.2,839.8,827.1,835,1683.2,1694.6,1873.8,924.7,951,979.7,999.8,988.6,973.6,991.9,955.6,942.5,1933.7,2652.3,2581.3,2312.7,933.1,906.7,904.4
870.7,874.4,859.8,845.5,849.6,1710.5,1712.8,1773.3,913.7,922,917.9,896.6,907.6,895.8,881,896.4,922.2,1925.6,2277.8,2219.6,2135.4,900.4,879.4,856.8
831.9,820.1,820.1,793.4,831,1721.8,1759.3,1813.5,903.3,924.7,948.1,954.3,960.8,951.6,946,965.3,933.6,1945.7,2049.2,1995.3,1899.5,957.1,913.7,890.2
870.8,851.5,839.8,821.2,826.2,1753.5,1799.4,1799.8,919,923.1,940.8,928.1,962.6,902.5,905.4,930,912.4,1908.9,2010.1,1957.9,1930.8,940.8,929,909.7
887.1,892.2,894,867.4,881.7,1773.8,1846.1,1936.8,985.3,884.7,940.5,942.8,947.4,917.8,945.4,951.1,935.3,1931.2,2598.3,2521.6,2062.2,920,901.1,884.4
856.7,846.6,803.2,790.7,830.4,1653.2,1755.5,1785.5,905.9,932.5,947.5,886.5,911.5,625,883.1,886.2,888.9,1915.6,2634.1,2417.3,2014.7,928,921.7,906.8
859.3,850.1,805.3,821.7,846.2,1754.5,1832.2,1925.3,979.2,979.5,982.5,977.4,981.4,958.2,980.5,925.1,965.6,2274.3,2540.9,2183.5,1875.2,936.4,938.3,923.9
878.1,842.6,851.4,838.9,852.6,1770.9,1857.2,1928.8,946.8,968.2,981.8,973.9,956.7,928.6,945.3,809.7,943.5,1946.8,2643.1,2512.3,2256.5,906.5,894.7,873.7
810.1,846,810.7,804.8,831.3,1709.4,1765.6,1856.7,906.1,885.1,861.9,771.2,862.2,856.3,877.9,877.2,872.5,1798.1,2622.9,2496.5,1967.4,901.4,856.9,849.5
818.1,807.3,778.9,765.9,789.4,1643.2,1726.8,1839.9,922.1,950.2,957.1,949.6,956.2,953.1,973.3,942,922,2263.8,2306.6,2590.2,2288.8,899.7,878.7,843.2
830.2,811.1,793.6,801.7,827.1,1734.7,1797.9,1861.6,921.4,948.8,961.5,947.7,963.3,946,927.1,944.3,959.9,2041,2619.5,2413.6,1877.2,891.2,844.4,831.5
822.2,806.6,784.9,800.4,833.2,1719.8,1801.4,1858.5,900.7,926.7,942.7,932,941,929,830.8,854.3,841.8,1814.2,2714.4,2627,2468.3,915,892.7,798.7
827.3,832.9,821.5,816.9,820.8,1751,1754.5,1799,950.4,965.6,879.4,887.4,852.7,846,853.2,899.8,880.1,1888.5,2705.1,2650.2,2233.7,921.2,848.3,844.2
815.1,783.8,773.4,765.6,792.8,1633.7,1512.8,1486.2,762.4,735.8,699,703.9,672.9,657.1,649,669.3,683,1624.5,2150.6,2151.5,2101.1,956.1,888.9,847.5
827.7,763.1,784.5,792.4,801.4,1602.8,1433,1413.5,718.8,713.8,698,713.3,707.3,695.6,665.2,657.1,702.6,2152.1,2771.5,2108.5,2012.7,938.6,884.9,826.1
813.5,794.9,762.1,767.7,766.4,1646.8,1387.3,1400.6,715.8,613.7,684.6,653.1,656.8,644.5,638.4,623.8,646.4,1940.9,2578.9,1922.6,1796.9,796.8,756.8,737
725.5,688.8,620.6,633.3,644.4,1327.8,1293.8,1382,718.1,715.3,719.5,722.1,729.3,709.6,705.7,732,755.6,1783.4,2034,1921.1,1744.6,797.7,785.6,761.7
730.9,732,700.7,697.7,686.6,1487.1,1553.8,1649.8,740.8,783,781.2,810.3,809.5,810.8,813.2,820.3,843.4,2171,2747.6,2506.8,1982,775,747.9,726
728,717.8,696.7,688.6,723.5,1545.1,1597.1,1695.8,805,813.2,827.8,827.7,839.2,853.2,831.7,881.2,883.8,1835.4,2659.2,2469.8,1915.1,806.5,789,747.9
728,717.8,705.7,716.8,768.8,1605.3,1635.4,1779.4,857.7,790.9,816,808.8,833.9,819.1,811.6,834.1,861.4,1946.6,2676.9,2538.9,1766.3,762.7,734.6,722.6
689.8,676,674.3,648.5,689.8,964.9,1430.8,1574.7,781.4,767.7,758.2,752.2,754.9,732.1,699.2,716.6,759.7,1777.4,2455.4,2084.5,1635.2,732.1,702.6,686
665.3,656,641.3,657.7,678.5,1440.2,1480.8,1561.8,725.5,740.2,715.5,723.4,742.2,741.2,756.9,771.8,784.7,1824.1,1976.2,2283.9,1561.3,727.3,695.4,674.5
656.7,630,625.8,623.5,664.1,1416.6,1501.9,1589.7,798.6,751.5,763.8,731.6,728.8,695.5,707.8,704.1,696.2,2010.4,2371.3,2102.2,1676.2,711,684.7,659.5
640,627.7,638.7,637.6,655.7,1449.1,1597.3,1713.5,796.1,808.8,825.5,799.3,796,605.5,785,835.4,841,2143.3,2502,1862.6,1918.4,873.7,835.7,788.5
659.5,630.2,625.3,630.3,683.9,1478.4,1608.4,1719.6,814.2,825.4,823.8,812.6,813.7,811.4,813.3,857.7,826.4,2123,2492.4,1789.8,1566.4,728,647.4,638.9
634.7,627.2,624.1,618,676.2,1485.1,1663.1,1765.5,867.2,843.8,839.4,834.6,795.8,786.8,801.4,824.4,853.9,2089.3,2528.7,2361.2,1676.5,752.8,721.2,663.1
674.6,669.1,654.7,646.5,710.7,1552.7,1681.6,1829.3,868.4,833.8,820.1,816.1,800.7,800.7,829.4,851.9,872,2114.8,2520.6,2050.6,1689.5,760.3,726.2,695.1
676.5,664.9,650.5,637.3,667,1534,1713.3,1806,804.2,805.1,815.5,808.5,804.4,853.8,838.2,860,828.8,2171.4,2536.1,2215.1,1699.7,739.5,710.2,644.3
681.6,657.9,648.3,642.4,695.8,1479.3,1764.1,1842.3,883.1,842.1,832.8,839.3,829.6,821.9,819.9,864.9,876.7,2343.7,2502.1,2022.2,1715,746.8,705.9,698.2
618,622.8,615.3,608.7,657.5,1485.2,1590.3,1678,841.8,793.2,728.2,743.1,707.8,703.3,691.3,742,753.9,2040.8,2429.1,1838.5,1594.5,685.4,641.7,620.3
599,582.2,587.5,594.8,642.6,1433.2,1607.8,1773.7,838.7,810.2,786,783.8,781.6,792.8,801.9,820.9,879.8,2156.7,2509.6,2025.8,1678.2,755.7,709,684.5
655,642.9,636,680.3,608.2,1469.8,1738.7,1805.6,850.4,822.5,848.6,806.8,799.2,794.2,826.6,831.4,839,2194.3,2484.8,1972.5,1662.7,744.6,702.8,687
661,651.8,644.9,625.9,688.4,1554.7,1706.3,1825.1,869.7,825.7,827.8,805.5,813.5,800.4,808.6,851,875.8,2153.8,2530.5,2090.5,1705.9,729.1,684.8,677.5
656.5,646.6,655.4,641.4,707.8,1601.8,1767.4,1824.7,859.1,823.1,834.9,816.2,797.6,809.7,826.7,852.4,827,2195.7,2544.4,2211.3,1975.5,892.6,848.2,819.7
658.2,635.1,642.5,680.5,758,1592.1,1710.2,1887.7,855.2,846.9,827.5,799.4,799.3,811.4,811.9,858.1,856.7,2204.4,2491.4,2154.9,1661.4,753.6,719.7,707.3
670.6,658.4,646.8,661.5,709.5,1610.9,1744.4,1825.2,872.5,858.4,858.5,821.8,840.9,814,816,828.2,837.5,2190.6,2528.2,2372.4,1774,708.4,683.6,680.7
643.1,629,629.2,617.5,672.2,1477.9,1653.5,1729.7,832.4,794.1,765.8,761.3,733.6,718.2,716.8,700.9,731.6,2017.9,2488.2,2085.5,1627.7,698.4,633.8,636
609.9,584.7,594.8,586.3,662.9,1492,1702.7,1798.6,860.5,837.5,816.4,796.9,787,793,812.3,833,855,2349.7,2472.1,2277.9,1616.9,736.7,674.7,674
648.3,633.8,627.6,631.6,713,1575.6,1761.3,1829.8,878,849.6,834.1,806.3,806.6,791.9,819.6,851.8,889.7,2223.3,2595.2,2005.4,1708.4,727.7,690.9,671.6
648.5,647.4,653,664.4,709,1700.1,1788.5,1880.1,875.2,830,817.6,801.8,797.6,809.7,816.8,845.1,878.8,2196.6,2529.5,1830.1,1714.3,721.9,689.3,666.6
646.8,631.3,640.3,638.5,706.2,1605.7,1810,1887.3,867.4,859.5,840.2,827.1,811.7,815.2,835,856.8,861.2,2199.9,2551.5,1840.1,1665.7,729,677.9,668.5
649.3,629.4,634.6,639.6,680.4,1593.7,1755.8,1878.7,912.7,872.1,857.4,831.3,855.9,831.1,843.4,828.2,865.3,2455.5,2533.9,2339.7,1626.5,711.8,664.8,657.1
641.3,635.6,636.3,631.3,714,1582,1747.2,1857.1,860.5,851.7,868.4,815.7,643.3,789.8,790,824.7,823.2,1898.2,2226.4,2388,1671.4,709.2,667.1,652.2
637.4,632.3,619.5,628.9,635.3,1521.2,1671.8,1738.7,881.8,823.7,794.4,699.5,739.2,710.2,721.2,760.1,767.7,2352.2,2481.4,2346.3,1584,683.3,635.9,629.3
603.4,606.1,605.5,601.3,663.6,1521.7,1674.2,1748.8,866.3,843.3,850.9,775.5,774.7,767.3,797.5,822.5,843.7,2233.7,2481.6,2291.7,1623.9,705,668.4,643.7
647,620,606.3,628.5,692.3,1538.6,1725.8,1886.1,873.4,852.8,842,805.4,791.6,784.2,818.1,827.1,865.4,2342.9,2455.4,2264.6,1684.4,698.5,631.1,636.6
615.4,615.3,617.1,635.1,659.3,1519.4,1716.6,1819.1,835.3,814.5,790.4,793.8,785.2,790,835.4,857.3,894.5,2169,2486.5,2060.7,1596.9,659.7,656.4,636.4
630.2,594.9,613.1,606.3,677.3,1530.5,1697.6,1834.7,870,833.5,825.1,810,796.8,786.9,812.4,840,875.4,2373.6,2412.1,2301.5,1773.1,739.7,682.5,670.4
640.9,625.6,630.2,627,697.3,1537.6,1685.2,1850,851.5,815.2,813.7,793.3,782.9,765.2,780.2,828.3,854.8,2331.3,2416.9,2250,1788.3,713.7,673.7,651.4
632.8,634.9,622,628,697.9,1479.7,1682.3,1790.5,902.9,867.3,850.1,760.4,807.4,810.1,816.1,842.9,871.4,2442.7,2446,2247.9,1604,719.4,647.1,641.4
608.4,619.4,607.3,624.4,675.1,1478.3,1605.4,1700.7,846.8,784.7,756.9,739,709.2,722.1,719.9,755.8,778.3,2365.3,2441.6,2205.9,1599.4,698,642.7,627.9
583.4,584.5,594.6,584.9,654.3,1474.8,1657.8,1842.6,861.5,831.1,828.1,801.9,800.5,795.2,786.2,816,851,2435.2,2491.3,2283.4,1574.9,707.9,672.2,639.4
637.8,628.5,625.8,667.7,674.7,1544.6,1771.8,1844.3,876.6,850.2,848.3,777.9,779.4,803.7,814.2,866.4,882.9,2407.2,2449.3,2289.2,1689.9,726.8,669.1,667.6
640.9,635.3,610.7,634.7,680.8,1566.8,1805.3,1934.9,944.6,874.9,852.3,787.7,773.1,771.4,811.7,822,948.6,2479.8,2479.6,2295.6,1819.9,716.1,681.2,659.6
619.1,632.2,640.2,662.7,688.4,1604.7,1735.1,1919,933.1,895.9,858.7,827.7,845.1,842.7,842.7,860.8,900.3,2483.3,2500,2321,1859.3,707.3,666.7,654.7
614.8,618.3,602.4,607,676.7,1578,1762.2,1934.8,916.1,871,877.6,843.8,828.5,825.2,822.9,859.5,870.1,2160.8,2512.7,2290.2,1633.7,744.4,692.4,684.2
669.4,644.2,651.8,643.3,703.3,1602.6,1825.2,1962.6,904.8,890.8,838.7,827.2,822.7,814.8,810.5,878.5,820.3,2202.8,2540.1,1889.6,1726.8,774.6,707,680.9
650.2,637,625.1,628.5,670.1,1484.1,1677.9,1812.8,896.6,848,780.4,732.3,726.3,726.2,741.6,765.6,796.5,2448.6,2467.7,2272.5,1723.5,732.8,695.4,647.3
606.1,568.4,569,580.4,631.1,1426.9,1647.2,1778,900.8,875.6,854.1,801.8,783.5,778.4,785.9,804.2,815.9,1774.8,2059.8,1627,1584.1,710.3,650.6,621.3
590.2,556.7,547,572,644.2,1477.4,1735.3,1832.7,890.9,889.6,861.5,839.2,812.9,812.6,797.3,810.1,819.4,2317.3,2418.1,2253.8,1798.2,747.1,670.7,656.9
598.8,615,607.8,614.7,638.2,1444.7,1731.3,1882.5,932.1,882.5,895.5,846.5,844.7,831.1,847,863.4,893.3,2113.5,2420.2,2130.7,1646.3,737.9,665.7,651
617.9,618.5,615,598.9,649.1,1441.7,1698.9,1861.8,931.1,895.1,860,853.7,804.7,779,808.4,787.9,750.5,2116.7,2373.6,2043.6,1540.6,670,603.1,587.4
574.6,563.1,559.2,567.1,613.7,1356.3,1470.8,1451,709.6,672,598.2,558.5,520.7,529.6,542.1,564.1,629.3,1685.8,2017.1,1898.8,1452.5,597.7,526.5,515.7
497.5,489.2,491,498.1,539.3,1278.8,1533,1702.9,881.4,867.3,809.2,798,774.3,774.8,800.4,813.8,834.8,2113.6,2476.6,2306.6,1833.6,707.1,705.4,621.9
595.3,588.8,616.4,612.4,638.7,1440.9,1670.4,1792.1,907.6,861.8,814.3,696.8,740.7,712.6,728.7,753.2,777.1,2075.9,2417,2050.2,1533.7,727.8,664.2,631.2
603.2,612.5,586,599.8,664.1,1453,1738,1885.2,910.7,862,826.4,819.4,797,784.8,801.1,838.5,830.7,2413,2405.3,2188,1641.7,728.2,663.8,668.1
637.5,616.9,623.3,630.7,690.9,1590.8,1826.4,1931.2,918.4,848.9,849.6,792.1,798.8,795.5,809.8,830,841.6,2130.6,2475.6,2190.7,1668.3,721.5,653.7,638.3
612.7,617.9,605.9,619.2,659.6,1557.3,1748.2,1944.3,888.4,843.8,826.2,790.4,801.1,814,815.2,847.1,925.7,2094.8,2460.4,2192.8,1628.9,729.4,676.6,647
627.1,616.3,623.9,634.8,672.8,1535.1,1754.7,1937.9,875.9,881.9,862.1,817.7,806.6,763,752.5,780.5,769,2091.2,2480.1,2261.5,1883.7,722.3,646.6,628.4
607.3,586.9,593.8,620,673.4,1427.5,1795.5,1911.7,894.5,867.3,849.4,809.3,801.2,801.2,784.7,791.4,805.5,2359.1,2511,2328,1615.7,733,647.8,618.5
601.5,616.9,602.9,622.5,661.6,1397.5,1687.6,1869.3,890.1,845.5,836.4,820.6,782.6,811.7,836.4,864.2,863.9,2536.4,2507.3,2328,1635.6,726.4,668.9,644.2
614.3,611,590.4,590.8,604.2,1354.5,1569.6,1744.6,854.4,793.9,776.3,747.2,722.2,703.1,761.7,787.3,807.3,1738.1,1804.9,1825.1,1611,707.2,633.3,590.2
606.7,608.1,583.3,604.8,634.3,1402.7,1739.5,1892.2,890.7,846.4,813,801.6,796.6,788,804.1,824.4,976.2,2396.2,2451.5,2360.8,1751.2,695,636.4,611.9
601.2,589.5,599,610.7,662.3,1507.3,1760.7,1972.4,920.1,763.6,846.1,812.3,799.9,815.7,824.1,846.6,891,2438.9,2498.8,2279.2,1802.6,763.7,682.7,650.3
626,621.3,620.3,607.1,677.1,1528.9,1749,1883.2,924.6,884.3,870.4,831,813.8,817.8,811.3,890.2,1004.1,2493.5,2500.4,2078.3,1693.6,846.5,689.7,679.2
627.9,617.4,616.6,600.7,656.7,1491.6,1789.8,1920.5,900.5,875.1,825.6,789.9,786.7,787.8,802.2,835.7,998.3,2466.1,2494,2057.8,1658.8,727.5,682,629.8
609.3,595.6,590.5,563.7,642.8,1510.5,1262.3,1894,883.3,869.1,823,793.2,789.6,784.1,810.7,838.7,841.9,1840.4,2466.5,2231.9,1841.1,725.8,662.4,640.6
612.7,606.7,600.1,600.8,653.1,1514,1797.5,1938.3,948,871.6,828,811.3,792,798.5,834.3,844.9,1016.1,2425.1,2451.9,2204.2,1650.7,747.5,682,642.5
593.8,591.7,600,596.1,639,1430.3,1658.4,1811.8,904.7,847.1,761.1,751.7,708.5,724.2,731.5,732.1,778.3,1749.5,1810.5,1962.2,1788.1,707.1,657.1,635.7
617.3,594.4,607.7,553.7,674.1,1591.5,1839.3,1998.4,914.6,897,857.4,834.6,810.4,830.6,808.7,843.6,956.9,2406.5,2464.4,2152.3,1668.4,750.1,702,665.7
640.7,631.5,618.6,629.3,664.1,1500.1,1735.5,1972.5,974.8,908.7,856.4,814.2,803.4,787.4,805.3,840.3,812.3,2229.1,2495.7,2220.8,1675.5,731.7,665,642.7
616.7,608.2,608.7,605.9,659.1,1498.3,1758.3,1956.7,937.7,905.7,888.4,832.9,837.2,825.5,820.7,837.8,795.2,2102.1,2466.3,2191.4,1691.7,730.9,675.8,642.1
616.9,613.5,602.6,607.2,105.3,1146.3,1802.3,1980.7,922.9,885.2,864.2,848.2,830.7,855.9,867,870.5,823.2,1061.7,2260.8,2226.3,1769.5,759.2,692.6,672.4
645.1,623.3,605.9,610.2,659.3,1506.9,1779.5,1954,940.7,909.3,860.6,800.3,813.1,816,844.8,861.6,863.4,2064.2,2546.9,2419.9,1969.6,772.4,701.2,696.8
655.5,649.7,639.1,621.7,677.3,1541.3,1806,1992.2,928.3,897.1,823,791.3,790.9,788,779.8,819,795.7,2402.7,2145.6,2328.8,1907.6,736.7,694.3,651.5
107.4,583.4,562.8,590,622.4,1369.2,1582.6,1767.3,871,845,787.7,783.7,720.5,726,723.8,720.3,870.9,2174.7,2450.2,2141.7,1688.2,718.8,643.6,617.4
579,577.6,572.6,573.2,624.3,1386.8,1689.7,1935.8,931.3,884.8,865.2,846.3,820.8,895.9,910.3,909.9,951.1,2267.2,2514.8,2152.7,1690.5,770.2,674.9,664.4
630.2,629.1,613.1,628.2,672.1,1500.3,1801.8,1963.3,932.1,885.1,861.3,785.5,822.8,814.6,797.7,822.9,788.5,2135.3,2483.7,2334.2,1800.5,757,679.9,643
611.5,593.6,597.9,612.3,656.4,1474.4,1758.9,1969.6,916.2,889.4,876.8,835.3,822,843.9,812.6,838,917.2,2348.3,2279.4,2318.8,1938.4,746.2,680,663.4
648.6,619.8,620.8,626.8,668.4,1474.8,1854,2051.2,929.9,983.8,922.1,854.2,821.4,793.1,793.6,837.6,1044.6,1944.4,2523.2,2249.8,1690,742,684.7,644.3
630.1,626.9,629.7,625,656.4,1386.6,1661.6,1896.4,945.5,922.9,862.4,852,843.4,823.9,844.1,842.6,805.3,2345.7,2492.6,2266.4,1812.6,760.4,691.3,656.2
555.2,605.9,603.1,612.8,658.6,1456.4,1803.4,2034.9,903.6,939.6,871.3,855.8,828.6,840,845.8,868.5,875.6,2402.2,2542,2279.2,1755.4,779,688.3,657.5
620.9,617.9,614.6,622.7,634.7,1391.3,1564.2,1839,921.6,908,850.5,807.9,763.9,739.7,716.6,757.8,769.9,2020.4,2442.6,2276.7,1830.6,743.6,683.5,647.6
611.3,591.2,587.5,608.4,615.9,1372.7,1708.9,1959.2,999.1,917.8,931.7,855.1,854.1,864.2,870.5,923,919.1,2540.4,2598.8,2464.1,2132.9,781.9,726.9,693
665,642.1,654.9,650.9,685.5,1587.6,1901.8,2090.4,1000.7,957.4,943.2,878.5,858.8,861.7,878.8,913.5,896.3,2396.2,2598.4,2493.6,2116.3,786.9,727.7,700.3
669.4,649.3,650.7,655.3,691,1495.7,1637.3,1991.5,990.4,984.5,958.2,896.7,880.4,874,863.5,862.2,899.9,2449.8,2632.5,2459.1,2177.2,805.8,715.3,683.7
647.5,632.4,618,616.8,676,1684.6,1771.6,2141.3,1052.5,143.5,920.3,906,876.1,874.9,860.7,902.5,815.6,2291.1,2492.3,2481.5,2036.9,838.6,747.2,691.1
668,658.2,641.9,630.1,676.4,1466.7,1822.3,2051.1,917.5,907.6,889.3,861.1,842.3,836.1,809.4,848.1,850.5,2255.4,2655.7,2517.2,1947.7,841.6,726.1,698.4
